R_DATE,TPERIOD,STATION,CTGRY,RIDERS
8/2/21 0:00,4PM-7PM,"36 Av (N,W)",STUDENT,5
8/2/21 0:00,6AM-9AM,"36 Av (N,W)",STUDENT,8
8/2/21 0:00,9AM-4PM,"36 Av (N,W)",STUDENT,15
8/2/21 0:00,4PM-7PM,"36 St (D,N,R)",STUDENT,19
8/2/21 0:00,6AM-9AM,"36 St (D,N,R)",STUDENT,20
8/2/21 0:00,7PM-12AM,"36 St (D,N,R)",STUDENT,2
8/2/21 0:00,9AM-4PM,"36 St (D,N,R)",STUDENT,55
8/2/21 0:00,6AM-9AM,"36 St (M,R)",STUDENT,1
8/2/21 0:00,9AM-4PM,"36 St (M,R)",STUDENT,3
8/2/21 0:00,4PM-7PM,"39 Av (N,W)",STUDENT,1
8/2/21 0:00,6AM-9AM,"39 Av (N,W)",STUDENT,1
8/2/21 0:00,9AM-4PM,"39 Av (N,W)",STUDENT,3
8/2/21 0:00,4PM-7PM,"4 Av (F,G)/9 St (R)",STUDENT,9
8/2/21 0:00,6AM-9AM,"4 Av (F,G)/9 St (R)",STUDENT,17
8/2/21 0:00,7PM-12AM,"4 Av (F,G)/9 St (R)",STUDENT,3
8/2/21 0:00,9AM-4PM,"4 Av (F,G)/9 St (R)",STUDENT,21
8/2/21 0:00,12AM-6AM,40 St-Lowery St (7),STUDENT,1
8/2/21 0:00,4PM-7PM,40 St-Lowery St (7),STUDENT,10
8/2/21 0:00,6AM-9AM,40 St-Lowery St (7),STUDENT,11
8/2/21 0:00,7PM-12AM,40 St-Lowery St (7),STUDENT,2
8/2/21 0:00,9AM-4PM,40 St-Lowery St (7),STUDENT,28
8/2/21 0:00,12AM-6AM,45 St (R),STUDENT,1
8/2/21 0:00,4PM-7PM,45 St (R),STUDENT,18
8/2/21 0:00,6AM-9AM,45 St (R),STUDENT,22
8/2/21 0:00,7PM-12AM,45 St (R),STUDENT,8
8/2/21 0:00,9AM-4PM,45 St (R),STUDENT,28
8/2/21 0:00,4PM-7PM,"46 St (M,R)",STUDENT,5
8/2/21 0:00,6AM-9AM,"46 St (M,R)",STUDENT,12
8/2/21 0:00,7PM-12AM,"46 St (M,R)",STUDENT,4
8/2/21 0:00,9AM-4PM,"46 St (M,R)",STUDENT,46
8/2/21 0:00,12AM-6AM,46 St-Bliss St (7),STUDENT,1
8/2/21 0:00,4PM-7PM,46 St-Bliss St (7),STUDENT,15
8/2/21 0:00,6AM-9AM,46 St-Bliss St (7),STUDENT,18
8/2/21 0:00,7PM-12AM,46 St-Bliss St (7),STUDENT,1
8/2/21 0:00,9AM-4PM,46 St-Bliss St (7),STUDENT,25
8/2/21 0:00,4PM-7PM,"47-50 Sts-Rockefeller Center (B,D,F,M)",STUDENT,12
8/2/21 0:00,6AM-9AM,"47-50 Sts-Rockefeller Center (B,D,F,M)",STUDENT,2
8/2/21 0:00,7PM-12AM,"47-50 Sts-Rockefeller Center (B,D,F,M)",STUDENT,3
8/2/21 0:00,9AM-4PM,"47-50 Sts-Rockefeller Center (B,D,F,M)",STUDENT,14
8/2/21 0:00,4PM-7PM,"49 St (N,R,W)",STUDENT,3
8/2/21 0:00,7PM-12AM,"49 St (N,R,W)",STUDENT,2
8/2/21 0:00,9AM-4PM,"49 St (N,R,W)",STUDENT,14
8/2/21 0:00,4PM-7PM,"5 Av-53 St (E,M)",STUDENT,2
8/2/21 0:00,9AM-4PM,"5 Av-53 St (E,M)",STUDENT,2
8/2/21 0:00,4PM-7PM,"5 Av-59 St (N,R,W)",STUDENT,6
8/2/21 0:00,6AM-9AM,"5 Av-59 St (N,R,W)",STUDENT,2
8/2/21 0:00,7PM-12AM,"5 Av-59 St (N,R,W)",STUDENT,4
8/2/21 0:00,9AM-4PM,"5 Av-59 St (N,R,W)",STUDENT,8
8/2/21 0:00,4PM-7PM,50 St (1),STUDENT,7
8/2/21 0:00,6AM-9AM,50 St (1),STUDENT,1
8/2/21 0:00,9AM-4PM,50 St (1),STUDENT,37
8/2/21 0:00,4PM-7PM,"50 St (C,E)",STUDENT,5
8/2/21 0:00,6AM-9AM,"50 St (C,E)",STUDENT,3
8/2/21 0:00,7PM-12AM,"50 St (C,E)",STUDENT,1
8/2/21 0:00,9AM-4PM,"50 St (C,E)",STUDENT,107
8/2/21 0:00,4PM-7PM,50 St (D),STUDENT,4
